fifa_version,short_name,overall,potential,age,league_name,club_name,nationality_name,pace,shooting,passing,dribbling,defending,physic
23,A. Marušić,79,79,29,Serie A,Lazio,Montenegro,84.0,66.0,67.0,74.0,75.0,79.0
23,E. Skhiri,79,80,27,Bundesliga,FC Köln,Tunisia,68.0,72.0,71.0,75.0,79.0,75.0
23,David García,79,81,28,La Liga,Osasuna,Spain,61.0,37.0,65.0,65.0,80.0,75.0
23,A. Golovin,79,80,26,Ligue 1,Monaco,Russia,77.0,72.0,78.0,82.0,60.0,66.0
23,N. Pépé,79,79,27,Ligue 1,Nice,Côte d'Ivoire,88.0,77.0,74.0,82.0,36.0,62.0
23,N. Mukiele,79,83,24,Ligue 1,Paris Saint Germain,France,78.0,49.0,68.0,72.0,81.0,80.0
23,Pablo Fornals,79,81,26,Premier League,West Ham United,Spain,67.0,74.0,79.0,79.0,69.0,71.0
23,B. Pavard,79,81,26,Bundesliga,FC Bayern München,France,66.0,55.0,72.0,71.0,81.0,78.0
23,M. Cash,79,84,24,Premier League,Aston Villa,Poland,80.0,67.0,71.0,75.0,74.0,76.0
23,A. Rossi,79,83,26,Liga Profesional,Boca Juniors,Argentina,,,,,,
23,R. Bentancur,79,83,25,Premier League,Tottenham Hotspur,Uruguay,67.0,62.0,79.0,80.0,78.0,77.0
23,E. Konsa,79,86,24,Premier League,Aston Villa,England,78.0,39.0,62.0,71.0,80.0,76.0
23,O. Zinchenko,79,82,25,Premier League,Arsenal,Ukraine,68.0,65.0,80.0,80.0,77.0,69.0
23,E. Ávila,79,79,28,La Liga,Osasuna,Argentina,80.0,80.0,65.0,78.0,44.0,83.0
23,Emelvinson,79,79,34,Serie A,Bragantino,Brazil,,,,,,
23,Diego Essler,79,79,22,Serie A,Atlético Mineiro,Brazil,89.0,58.0,70.0,77.0,74.0,59.0
23,Adnan Vidual,79,79,30,Serie A,Internacional,Brazil,83.0,52.0,70.0,71.0,76.0,71.0
23,Jorge Andrão,79,79,26,Serie A,Fluminense,Brazil,67.0,62.0,74.0,75.0,78.0,76.0
23,Melvin Parrela,79,79,22,Serie A,Bragantino,Brazil,71.0,70.0,70.0,72.0,80.0,83.0
23,Gabri Prestão,79,79,30,Serie A,Internacional,Brazil,,,,,,
23,Luimo Boas Santos,79,79,22,Serie A,Santos,Brazil,83.0,79.0,65.0,81.0,28.0,64.0
23,Matheus Reis,79,82,27,Liga Portugal,Sporting CP,Brazil,73.0,53.0,67.0,74.0,79.0,82.0
23,L. Blas,79,83,24,Ligue 1,Nantes,France,73.0,76.0,77.0,82.0,58.0,64.0
23,G. Montiel,79,81,25,La Liga,Sevilla,Argentina,83.0,60.0,70.0,75.0,75.0,81.0
23,D. Malen,79,85,23,Bundesliga,Borussia Dortmund,Netherlands,88.0,78.0,72.0,83.0,35.0,73.0
23,Rafa Mir,79,84,25,La Liga,Sevilla,Spain,78.0,81.0,67.0,71.0,45.0,78.0
23,B. White,79,86,24,Premier League,Arsenal,England,70.0,29.0,67.0,72.0,81.0,76.0
23,J. Bijlow,79,85,24,Eredivisie,Feyenoord,Netherlands,,,,,,
23,L. Jović,79,84,24,Serie A,Fiorentina,Serbia,74.0,78.0,68.0,78.0,29.0,74.0
23,T. Tomiyasu,79,85,23,Premier League,Arsenal,Japan,74.0,33.0,67.0,71.0,80.0,79.0
23,D. Henderson,79,82,25,Premier League,Nottingham Forest,England,,,,,,
23,Marcão,79,83,26,La Liga,Sevilla,Brazil,67.0,36.0,60.0,70.0,78.0,86.0
23,E. Reynoso,79,80,26,Major League Soccer,Minnesota United,Argentina,67.0,67.0,78.0,80.0,59.0,67.0
23,Diogo Costa,79,86,22,Liga Portugal,Porto,Portugal,,,,,,
23,J. Brekalo,79,85,24,Bundesliga,VfL Wolfsburg,Croatia,81.0,76.0,76.0,84.0,38.0,55.0
23,H. Aouar,79,84,24,Ligue 1,Olympique Lyonnais,France,71.0,70.0,78.0,83.0,64.0,68.0
23,M. Lazzari,79,79,28,Serie A,Lazio,Italy,92.0,62.0,76.0,82.0,70.0,65.0
23,S. Özcan,79,83,24,Bundesliga,Borussia Dortmund,Turkey,77.0,62.0,72.0,77.0,76.0,81.0
23,T. Ndombele,79,82,25,Serie A,Napoli,France,66.0,71.0,79.0,86.0,68.0,68.0
23,Lucas Veríssimo,79,82,26,Liga Portugal,Benfica,Brazil,81.0,39.0,58.0,63.0,80.0,81.0
23,C. Ünder,79,82,24,Ligue 1,Olympique Marseille,Turkey,78.0,77.0,75.0,80.0,38.0,52.0
23,Fran Beltrán,79,84,23,La Liga,Celta de Vigo,Spain,60.0,56.0,77.0,77.0,77.0,65.0
23,Reinildo,79,79,28,La Liga,Atlético Madrid,Mozambique,80.0,54.0,66.0,74.0,78.0,78.0
23,Luiz Felipe,79,84,25,La Liga,Real Betis,Italy,72.0,29.0,61.0,68.0,80.0,73.0
23,O. Wijndal,79,83,22,Eredivisie,Ajax,Netherlands,84.0,53.0,76.0,78.0,73.0,74.0
23,David Neres,79,82,25,Liga Portugal,Benfica,Brazil,85.0,72.0,73.0,83.0,37.0,64.0
23,D. Szoboszlai,79,87,21,Bundesliga,RB Leipzig,Hungary,77.0,79.0,81.0,80.0,34.0,64.0
23,Kim Min Jae,79,84,25,Serie A,Napoli,Korea Republic,80.0,33.0,57.0,62.0,79.0,84.0
23,J. Foyth,79,84,24,La Liga,Villarreal,Argentina,72.0,46.0,69.0,72.0,80.0,77.0
23,P. Estupiñán,79,83,24,Premier League,Brighton & Hove Albion,Ecuador,81.0,46.0,69.0,72.0,75.0,76.0
23,T. Malacia,79,85,22,Premier League,Manchester United,Netherlands,85.0,56.0,66.0,77.0,76.0,76.0
23,C. Gallagher,79,86,22,Premier League,Chelsea,England,74.0,76.0,75.0,78.0,67.0,74.0
23,N. Maksimović,79,80,27,La Liga,Getafe,Serbia,51.0,72.0,75.0,74.0,77.0,77.0
23,A. Gouiri,79,86,22,Ligue 1,Rennes,France,78.0,81.0,76.0,80.0,45.0,69.0
23,Unai Núñez,79,83,25,La Liga,Celta de Vigo,Spain,70.0,24.0,51.0,52.0,79.0,78.0
23,A. Nwakaeme,79,79,33,Pro League,Al Feiha,Nigeria,75.0,77.0,76.0,81.0,39.0,80.0
23,Luis Milla,79,81,27,La Liga,Getafe,Spain,70.0,70.0,76.0,74.0,75.0,74.0
23,O. Kökçü,79,86,21,Eredivisie,Feyenoord,Turkey,72.0,71.0,81.0,79.0,65.0,76.0
23,J. David,79,85,22,Ligue 1,Lille,Canada,83.0,79.0,71.0,77.0,33.0,71.0
23,Luís Maximiano,79,85,23,Serie A,Lazio,Portugal,,,,,,
23,Y. Fofana,79,84,23,Ligue 1,Monaco,France,68.0,67.0,74.0,76.0,75.0,77.0
23,R. Gravenberch,79,89,20,Bundesliga,FC Bayern München,Netherlands,77.0,76.0,78.0,83.0,68.0,72.0
23,S. Chukwueze,79,85,23,La Liga,Villarreal,Nigeria,89.0,74.0,70.0,84.0,36.0,63.0
23,B. Dia,79,83,25,Serie A,Salernitana,Senegal,83.0,78.0,62.0,76.0,27.0,76.0
23,M. Caqueret,79,85,22,Ligue 1,Olympique Lyonnais,France,73.0,58.0,73.0,81.0,75.0,68.0
23,Ibañez,79,83,23,Serie A,Roma,Brazil,82.0,32.0,45.0,58.0,81.0,79.0
23,Zubimendi,79,86,23,La Liga,Real Sociedad,Spain,59.0,64.0,74.0,74.0,79.0,70.0
23,E. Camavinga,79,89,19,La Liga,Real Madrid,France,76.0,66.0,78.0,81.0,76.0,78.0
23,W. Fofana,79,86,21,Premier League,Chelsea,France,75.0,37.0,55.0,64.0,81.0,76.0
23,Beto,79,82,24,Serie A,Udinese,Portugal,87.0,79.0,58.0,74.0,24.0,81.0
23,A. Musrati,79,83,26,Liga Portugal,Sporting Braga,Libya,58.0,61.0,70.0,70.0,78.0,83.0
23,G. Raspadori,79,86,22,Serie A,Napoli,Italy,81.0,78.0,68.0,81.0,27.0,58.0
23,Ansu Fati,79,90,19,La Liga,FC Barcelona,Spain,88.0,77.0,72.0,82.0,30.0,53.0
23,Matheus Nunes,79,86,23,Premier League,Wolverhampton Wanderers,Portugal,82.0,71.0,73.0,82.0,74.0,76.0
23,Vitinha,79,89,22,Ligue 1,Paris Saint Germain,Portugal,73.0,68.0,79.0,83.0,67.0,55.0
23,Gonçalo Inácio,79,88,20,Liga Portugal,Sporting CP,Portugal,80.0,36.0,61.0,61.0,80.0,77.0
23,Yeremy Pino,79,87,19,La Liga,Villarreal,Spain,77.0,73.0,76.0,79.0,38.0,45.0
23,Gavi,79,88,17,La Liga,FC Barcelona,Spain,76.0,64.0,77.0,83.0,65.0,67.0
23,J. Milner,78,78,36,Premier League,Liverpool,England,52.0,70.0,80.0,76.0,77.0,74.0
23,Dante,78,78,38,Ligue 1,Nice,Brazil,32.0,52.0,68.0,66.0,79.0,78.0
23,S. Romero,78,78,35,Liga Profesional,Boca Juniors,Argentina,,,,,,
23,C. Bravo,78,78,39,La Liga,Real Betis,Chile,,,,,,
23,M. Özil,78,78,33,Super Lig,İstanbul Başakşehir,Germany,69.0,70.0,83.0,79.0,24.0,45.0
23,O. Ighalo,78,78,33,Pro League,Al Hilal,Nigeria,69.0,79.0,65.0,73.0,43.0,83.0
23,F. Caputo,78,78,34,Serie A,Sampdoria,Italy,79.0,79.0,62.0,78.0,30.0,67.0
23,G. Bonaventura,78,78,32,Serie A,Fiorentina,Italy,69.0,75.0,80.0,80.0,70.0,65.0
23,A. Cresswell,78,78,32,Premier League,West Ham United,England,64.0,60.0,75.0,75.0,77.0,68.0
23,B. Mee,78,78,32,Premier League,Brentford,England,61.0,42.0,58.0,62.0,80.0,77.0
23,M. Hitz,78,78,34,Super League,Basel,Switzerland,,,,,,
23,M. Rits,78,78,28,Jupiler Pro League,Club Brugge,Belgium,74.0,72.0,74.0,75.0,73.0,77.0
23,Mario Gaspar,78,78,31,Championship,Watford,Spain,72.0,69.0,72.0,72.0,77.0,76.0
23,R. Pereyra,78,78,31,Serie A,Udinese,Argentina,76.0,74.0,77.0,79.0,68.0,74.0
23,Víctor Ruiz,78,78,33,La Liga,Real Betis,Spain,44.0,42.0,65.0,59.0,79.0,77.0
23,C. Dawson,78,78,32,Premier League,West Ham United,England,49.0,47.0,59.0,55.0,79.0,77.0
23,D. Lovren,78,78,32,,,Croatia,53.0,40.0,59.0,62.0,80.0,77.0
23,Willian José,78,78,30,La Liga,Real Betis,Brazil,62.0,79.0,66.0,74.0,40.0,80.0
23,M. Faraoni,78,78,30,Serie A,Hellas Verona,Italy,78.0,73.0,74.0,76.0,72.0,76.0
23,J. Tavernier,78,78,30,Premiership,Rangers,England,83.0,73.0,77.0,75.0,72.0,80.0
23,E. Pérez,78,78,36,Liga Profesional,River Plate,Argentina,68.0,65.0,75.0,76.0,75.0,77.0
23,G. Krychowiak,78,78,32,Pro League,Al Shabab,Poland,50.0,75.0,72.0,68.0,75.0,78.0
23,S. Aurier,78,78,29,Premier League,Nottingham Forest,Côte d'Ivoire,73.0,62.0,74.0,74.0,75.0,75.0
23,D. D'Ambrosio,78,78,33,Serie A,Inter,Italy,68.0,56.0,67.0,71.0,79.0,75.0
23,M. Ryan,78,78,30,Superliga,København,Australia,,,,,,
23,Lucas Pérez,78,78,33,La Liga,Cádiz,Spain,78.0,80.0,76.0,77.0,30.0,66.0
23,Oriol Romeu,78,78,30,La Liga,Girona,Spain,41.0,44.0,62.0,65.0,80.0,79.0
23,D. Praet,78,78,28,Premier League,Leicester City,Belgium,66.0,72.0,78.0,79.0,63.0,66.0
23,G. Trauner,78,78,30,Eredivisie,Feyenoord,Austria,63.0,57.0,67.0,67.0,77.0,87.0
23,Campaña,78,78,29,La Liga 2,Levante,Spain,65.0,72.0,81.0,78.0,70.0,71.0
23,L. Unnerstall,78,78,31,Eredivisie,FC Twente,Germany,,,,,,
23,S. Rode,78,78,31,Bundesliga,Eintracht Frankfurt,Germany,59.0,65.0,72.0,74.0,77.0,74.0
23,A. Mandi,78,78,30,La Liga,Villarreal,Algeria,62.0,46.0,72.0,69.0,79.0,73.0
23,M. Rojo,78,78,32,Liga Profesional,Boca Juniors,Argentina,65.0,60.0,67.0,64.0,77.0,81.0
23,T. Meunier,78,78,30,Bundesliga,Borussia Dortmund,Belgium,73.0,74.0,74.0,72.0,74.0,81.0
23,Fernando,78,78,30,Super Lig,Antalyaspor,Brazil,72.0,67.0,77.0,73.0,74.0,77.0
23,W. Boly,78,78,31,Premier League,Nottingham Forest,Côte d'Ivoire,58.0,36.0,64.0,63.0,77.0,79.0
23,G. Caprari,78,78,28,Serie A,Monza,Italy,85.0,73.0,76.0,83.0,33.0,55.0
23,A. Carrillo,78,78,31,Pro League,Al Hilal,Peru,84.0,74.0,73.0,81.0,41.0,69.0
23,Pozuelo,78,78,30,Major League Soccer,Inter Miami,Spain,64.0,73.0,79.0,80.0,53.0,67.0
23,J. Brooks,78,79,29,Liga Portugal,Benfica,United States,58.0,40.0,58.0,61.0,79.0,76.0
23,R. Ruidíaz,78,78,31,Major League Soccer,Seattle Sounders,Peru,83.0,79.0,66.0,79.0,33.0,69.0
23,Mário Rui,78,78,31,Serie A,Napoli,Portugal,80.0,53.0,73.0,78.0,73.0,65.0
23,Juan Bernat,78,78,29,Ligue 1,Paris Saint Germain,Spain,74.0,64.0,76.0,81.0,75.0,58.0
23,Portu,78,78,30,La Liga,Getafe,Spain,87.0,74.0,72.0,76.0,57.0,77.0
23,T. Stepanenko,78,78,32,Premier League,Shakhtar Donetsk,Ukraine,65.0,63.0,71.0,69.0,77.0,78.0
23,A. Plea,78,78,29,Bundesliga,Borussia Mönchengladbach,France,72.0,79.0,79.0,78.0,39.0,73.0
23,P. Bamford,78,78,28,Premier League,Leeds United,England,82.0,78.0,68.0,73.0,42.0,77.0
23,J. Lingard,78,78,29,Premier League,Nottingham Forest,England,75.0,77.0,73.0,79.0,57.0,65.0
23,J. Martínez,78,78,29,Major League Soccer,Atlanta United,Venezuela,85.0,78.0,60.0,77.0,25.0,69.0
23,J. Veltman,78,78,30,Premier League,Brighton & Hove Albion,Netherlands,64.0,49.0,67.0,70.0,79.0,76.0
23,J. Hector,78,78,32,Bundesliga,FC Köln,Germany,63.0,60.0,76.0,75.0,78.0,75.0
23,Óliver Torres,78,79,27,La Liga,Sevilla,Spain,59.0,67.0,78.0,81.0,64.0,50.0
23,N. Aké,78,80,27,Premier League,Manchester City,Netherlands,76.0,53.0,70.0,70.0,79.0,75.0
23,Romarinho,78,78,31,Pro League,Al Ittihad,Brazil,86.0,76.0,71.0,80.0,30.0,66.0
23,Pacheco,78,79,30,La Liga,Almería,Spain,,,,,,
23,J. Quintero,78,78,29,Liga Profesional,River Plate,Colombia,71.0,76.0,79.0,82.0,39.0,51.0
23,M. Halstenberg,78,78,30,Bundesliga,RB Leipzig,Germany,63.0,66.0,73.0,71.0,76.0,79.0
23,Rubén Peña,78,78,30,La Liga,Osasuna,Spain,78.0,70.0,71.0,77.0,74.0,66.0
23,S. Dimitrievski,78,79,28,La Liga,Rayo Vallecano,North Macedonia,,,,,,
23,P. Gollini,78,81,27,Serie A,Fiorentina,Italy,,,,,,
23,Gilberto,78,78,29,Liga Portugal,Benfica,Brazil,79.0,58.0,70.0,73.0,74.0,79.0
23,T. Strakosha,78,81,27,Premier League,Brentford,Albania,,,,,,
23,T. Mings,78,78,29,Premier League,Aston Villa,England,71.0,44.0,67.0,66.0,78.0,80.0
23,A. Miranchuk,78,79,26,Serie A,Torino,Russia,75.0,70.0,76.0,80.0,31.0,61.0
23,E. Rigoni,78,78,29,Major League Soccer,Austin,Argentina,83.0,73.0,74.0,78.0,46.0,60.0
23,L. Alario,78,78,29,Bundesliga,Eintracht Frankfurt,Argentina,66.0,78.0,58.0,74.0,30.0,75.0
23,A. Mitrović,78,78,27,Premier League,Fulham,Serbia,64.0,79.0,57.0,71.0,27.0,87.0
23,M. Cornet,78,81,25,Premier League,West Ham United,Côte d'Ivoire,87.0,76.0,71.0,77.0,67.0,77.0
23,Paulinho,78,78,29,Liga Portugal,Sporting CP,Portugal,67.0,77.0,65.0,75.0,43.0,81.0
23,G. Simeone,78,79,26,Serie A,Napoli,Argentina,77.0,79.0,64.0,75.0,41.0,76.0
23,G. Maripán,78,80,28,Ligue 1,Monaco,Chile,33.0,42.0,58.0,53.0,79.0,79.0
23,S. Gigot,78,79,28,Ligue 1,Olympique Marseille,France,67.0,38.0,65.0,61.0,79.0,80.0
23,C. Lenglet,78,81,27,Premier League,Tottenham Hotspur,France,68.0,45.0,69.0,64.0,77.0,76.0
23,S. Benrahma,78,78,26,Premier League,West Ham United,Algeria,75.0,73.0,75.0,81.0,40.0,56.0
23,R. Borré,78,79,26,Bundesliga,Eintracht Frankfurt,Colombia,77.0,77.0,74.0,79.0,45.0,76.0
23,S. Driussi,78,81,26,Major League Soccer,Austin,Argentina,81.0,78.0,73.0,76.0,26.0,69.0
23,Pablo Maffeo,78,83,24,La Liga,Mallorca,Spain,83.0,52.0,68.0,78.0,75.0,68.0
23,O. Watkins,78,81,26,Premier League,Aston Villa,England,84.0,76.0,68.0,74.0,46.0,77.0
23,T. Castagne,78,80,26,Premier League,Leicester City,Belgium,76.0,58.0,71.0,75.0,75.0,73.0
23,F. Cervi,78,78,28,La Liga,Celta de Vigo,Argentina,88.0,67.0,72.0,80.0,55.0,54.0
23,E. Ünal,78,82,25,La Liga,Getafe,Turkey,69.0,81.0,65.0,75.0,40.0,76.0
23,G. Arias,78,78,34,Liga Profesional,Racing Club,Chile,,,,,,
23,S. Rochet,78,80,29,Primera Division,Nacional,Uruguay,,,,,,
23,V. Rongier,78,79,27,Ligue 1,Olympique Marseille,France,71.0,66.0,76.0,78.0,77.0,80.0
23,A. Nübel,78,84,25,Ligue 1,Monaco,Germany,,,,,,
23,Sergio Herrera,78,79,29,La Liga,Osasuna,Spain,,,,,,
23,M. Lopez,78,81,24,Serie A,Sassuolo,France,72.0,71.0,79.0,82.0,67.0,57.0
23,K. Toko Ekambi,78,78,29,Ligue 1,Olympique Lyonnais,Cameroon,83.0,78.0,72.0,76.0,25.0,68.0
23,R. Bensebaini,78,79,27,Bundesliga,Borussia Mönchengladbach,Algeria,70.0,64.0,72.0,74.0,76.0,79.0
23,A. Meret,78,81,25,Serie A,Napoli,Italy,,,,,,
23,D. Ćaleta-Car,78,82,25,Premier League,Southampton,Croatia,59.0,39.0,59.0,62.0,79.0,81.0
23,M. Niakhaté,78,80,26,Premier League,Nottingham Forest,France,79.0,42.0,65.0,67.0,79.0,78.0
23,F. Dimarco,78,83,24,Serie A,Inter,Italy,76.0,65.0,76.0,75.0,74.0,69.0
23,Andrei Girotto,78,78,30,Ligue 1,Nantes,Brazil,58.0,67.0,68.0,69.0,79.0,73.0
23,Daniel Podence,78,79,26,Premier League,Wolverhampton Wanderers,Portugal,83.0,64.0,73.0,85.0,33.0,50.0
23,F. Guilbert,78,79,27,Premier League,Aston Villa,France,74.0,49.0,69.0,72.0,75.0,78.0
23,Nuno Santos,78,78,27,Liga Portugal,Sporting CP,Portugal,81.0,76.0,75.0,80.0,58.0,68.0
23,K. Walker-Peters,78,83,25,Premier League,Southampton,England,76.0,43.0,68.0,76.0,74.0,71.0
23,M. Thuram,78,83,24,Bundesliga,Borussia Mönchengladbach,France,81.0,77.0,71.0,78.0,48.0,76.0
23,Pedraza,78,80,26,La Liga,Villarreal,Spain,81.0,72.0,72.0,76.0,74.0,75.0
23,F. Grillitsch,78,80,26,Eredivisie,Ajax,Austria,65.0,60.0,78.0,77.0,75.0,66.0
23,E. Audero,78,81,25,Serie A,Sampdoria,Italy,,,,,,
23,S. Sensi,78,79,26,Serie A,Monza,Italy,75.0,61.0,83.0,84.0,65.0,57.0
23,Gerson,78,82,25,Ligue 1,Olympique Marseille,Brazil,69.0,69.0,78.0,78.0,76.0,79.0
23,J. Aidoo,78,81,26,La Liga,Celta de Vigo,Ghana,75.0,27.0,48.0,50.0,76.0,88.0
23,L. Nmecha,78,83,23,Bundesliga,VfL Wolfsburg,Germany,82.0,77.0,66.0,77.0,40.0,77.0
23,Gerson Armão,78,78,22,Serie A,Internacional,Brazil,79.0,67.0,71.0,71.0,74.0,78.0
23,Wellington Sabrão,78,78,34,Serie A,Flamengo,Brazil,92.0,56.0,68.0,73.0,72.0,69.0
23,Zervandro,78,78,22,Serie A,Internacional,Brazil,68.0,48.0,60.0,54.0,79.0,75.0
23,Pedrão Tofico,78,78,26,Serie A,Flamengo,Brazil,58.0,29.0,63.0,58.0,77.0,84.0
23,Hediselton,78,78,22,Serie A,Bragantino,Brazil,78.0,71.0,71.0,76.0,74.0,74.0
23,Albertinho Dutra,78,78,30,Serie A,São Paulo,Brazil,81.0,72.0,81.0,80.0,23.0,50.0
23,Guilson Paiva,78,78,26,Serie A,Flamengo,Brazil,83.0,69.0,75.0,78.0,42.0,68.0
23,Arturo Inálcio,78,78,22,Serie A,Flamengo,Brazil,83.0,72.0,75.0,78.0,52.0,48.0
23,Fredditinho,78,78,34,Serie A,Palmeiras,Brazil,73.0,80.0,63.0,74.0,39.0,76.0
23,Jadson Bardeira,78,78,22,Serie A,Corinthians,Brazil,73.0,82.0,62.0,70.0,31.0,75.0
23,Jonatão Praz,78,78,22,Serie A,Flamengo,Brazil,78.0,69.0,77.0,79.0,45.0,54.0
23,M. Almirón,78,78,28,Premier League,Newcastle United,Paraguay,86.0,71.0,73.0,79.0,53.0,61.0
23,P. Lienhart,78,80,25,Bundesliga,SC Freiburg,Austria,70.0,28.0,56.0,62.0,80.0,74.0
23,Brahim,78,86,22,Serie A,Milan,Spain,78.0,69.0,76.0,82.0,30.0,50.0
23,E. Palacios,78,83,23,Bundesliga,Bayer 04 Leverkusen,Argentina,66.0,73.0,75.0,78.0,74.0,72.0
23,J. Karlsson,78,83,23,Eredivisie,AZ,Sweden,83.0,77.0,72.0,83.0,35.0,61.0
23,F. Aursnes,78,79,26,Liga Portugal,Benfica,Norway,73.0,65.0,76.0,78.0,74.0,76.0
23,Ç. Söyüncü,78,80,26,Premier League,Leicester City,Turkey,71.0,46.0,60.0,65.0,78.0,79.0
23,Caio Henrique,78,82,24,Ligue 1,Monaco,Brazil,75.0,57.0,77.0,78.0,73.0,62.0
23,W. Endo,78,78,29,Bundesliga,VfB Stuttgart,Japan,67.0,64.0,70.0,78.0,78.0,75.0
23,J. Ito,78,78,29,Ligue 1,Reims,Japan,89.0,71.0,73.0,78.0,58.0,70.0
23,N. Molina,78,84,24,La Liga,Atlético Madrid,Argentina,82.0,67.0,71.0,76.0,71.0,69.0
23,Zubeldia,78,82,25,La Liga,Real Sociedad,Spain,65.0,63.0,75.0,70.0,78.0,79.0
23,Odriozola,78,80,26,La Liga,Real Madrid,Spain,82.0,55.0,71.0,75.0,74.0,65.0
23,Luiz Araújo,78,78,26,Major League Soccer,Atlanta United,Brazil,88.0,69.0,72.0,83.0,39.0,57.0
23,Diogo Dalot,78,84,23,Premier League,Manchester United,Portugal,79.0,60.0,73.0,78.0,73.0,77.0
23,J. Ikoné,78,82,24,Serie A,Fiorentina,France,89.0,69.0,73.0,83.0,35.0,60.0
23,P. Rosario,78,82,25,Ligue 1,Nice,Netherlands,64.0,64.0,71.0,75.0,76.0,79.0
23,M. Edwards,78,84,23,Liga Portugal,Sporting CP,England,85.0,71.0,70.0,84.0,33.0,48.0
23,Douglas Luiz,78,83,24,Premier League,Aston Villa,Brazil,67.0,68.0,77.0,77.0,73.0,70.0
23,M. Senesi,78,83,25,Premier League,AFC Bournemouth,Argentina,60.0,42.0,69.0,74.0,79.0,78.0
23,J. Pavlenka,78,78,30,Bundesliga,Werder Bremen,Czech Republic,,,,,,
23,M. Kean,78,86,22,Serie A,Juventus,Italy,85.0,76.0,57.0,77.0,40.0,75.0
23,Melendo,78,82,24,La Liga 2,Granada,Spain,80.0,64.0,79.0,79.0,47.0,58.0
23,R. Kolo Muani,78,84,23,Bundesliga,Eintracht Frankfurt,France,84.0,72.0,63.0,80.0,38.0,62.0
23,A. Haidara,78,82,24,Bundesliga,RB Leipzig,Mali,70.0,72.0,76.0,80.0,68.0,70.0
23,Pedro Neto,78,85,22,Premier League,Wolverhampton Wanderers,Portugal,85.0,74.0,69.0,81.0,31.0,58.0
23,M. Gómez,78,80,25,Super Lig,Trabzonspor,Uruguay,63.0,78.0,68.0,73.0,32.0,82.0
23,N. Lang,78,85,23,Jupiler Pro League,Club Brugge,Netherlands,86.0,73.0,72.0,83.0,50.0,67.0
23,S. Kalajdžić,78,82,24,Premier League,Wolverhampton Wanderers,Austria,63.0,75.0,68.0,73.0,46.0,70.0
23,G. Vicario,78,82,25,Serie A,Empoli,Italy,,,,,,
23,N. De la Cruz,78,79,25,Liga Profesional,River Plate,Uruguay,85.0,76.0,78.0,82.0,70.0,69.0
23,C. Hudson-Odoi,78,84,21,Bundesliga,Bayer 04 Leverkusen,England,81.0,68.0,74.0,82.0,48.0,59.0
23,H. Traorè,78,87,22,Serie A,Sassuolo,Côte d'Ivoire,82.0,70.0,72.0,81.0,59.0,62.0
23,Junior Messias,78,78,31,Serie A,Milan,Brazil,84.0,73.0,73.0,81.0,49.0,60.0
23,N. Vlašić,78,83,24,Serie A,Torino,Croatia,79.0,76.0,75.0,81.0,47.0,69.0
23,M. Guéhi,78,86,21,Premier League,Crystal Palace,England,73.0,39.0,58.0,68.0,79.0,75.0
23,E. Elmas,78,85,22,Serie A,Napoli,North Macedonia,76.0,71.0,74.0,83.0,66.0,69.0
23,P. Rajković,78,81,26,La Liga,Mallorca,Serbia,,,,,,
23,K. Mavropanos,78,83,24,Bundesliga,VfB Stuttgart,Greece,81.0,56.0,51.0,60.0,78.0,81.0
23,C. Baumgartner,78,84,22,Bundesliga,TSG Hoffenheim,Austria,75.0,72.0,73.0,80.0,44.0,56.0
23,R. Faivre,78,84,23,Ligue 1,Olympique Lyonnais,France,75.0,74.0,76.0,80.0,62.0,67.0
23,A. Saelemaekers,78,82,23,Serie A,Milan,Belgium,81.0,67.0,76.0,81.0,64.0,68.0
23,B. Sosa,78,83,24,Bundesliga,VfB Stuttgart,Croatia,79.0,53.0,77.0,78.0,72.0,70.0
23,A. Bayındır,78,82,24,Super Lig,Fenerbahçe,Turkey,,,,,,
23,M. Simakan,78,86,22,Bundesliga,RB Leipzig,France,71.0,39.0,62.0,64.0,80.0,79.0
23,Puado,78,83,24,La Liga,Espanyol,Spain,84.0,75.0,70.0,78.0,51.0,76.0
23,S. Diop,78,86,22,Ligue 1,Nice,France,71.0,72.0,75.0,83.0,54.0,54.0
23,A. Bah,78,82,24,Liga Portugal,Benfica,Denmark,92.0,64.0,68.0,73.0,72.0,81.0
23,J. Todibo,78,84,22,Ligue 1,Nice,France,75.0,44.0,63.0,65.0,79.0,76.0
23,J. Álvarez,78,86,22,Premier League,Manchester City,Argentina,76.0,80.0,76.0,83.0,55.0,75.0
23,E. Fernández,78,87,21,Liga Portugal,Benfica,Argentina,74.0,71.0,76.0,78.0,72.0,80.0
23,A. Espino,78,78,30,La Liga,Cádiz,Uruguay,87.0,63.0,68.0,73.0,74.0,82.0
23,Emerson Royal,78,82,23,Premier League,Tottenham Hotspur,Brazil,74.0,62.0,71.0,74.0,75.0,76.0
23,T. Holeš,78,78,29,Fortuna Liga,Slavia Praha,Czech Republic,77.0,70.0,70.0,73.0,77.0,82.0
23,C. De Ketelaere,78,88,21,Serie A,Milan,Belgium,75.0,76.0,76.0,81.0,57.0,73.0
23,Gabriel Martinelli,78,88,21,Premier League,Arsenal,Brazil,87.0,71.0,68.0,80.0,45.0,68.0
23,J. Veerman,78,83,23,Eredivisie,PSV,Netherlands,67.0,70.0,81.0,78.0,65.0,74.0
